股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价,复权因子
688187,时代电气,运输设备,湖南,20210907,688187.SH,20251205,49.37,49.93,49.08,49.59,49.36,0.23,0.466,29771.02,147451.615,0.3426,1.1516,0.68,18.1875,17.1704,1.6623,2.7035,2.4503,,,135794.8412,86890.7512,25852.6027,6734066.1751,4308912.352,59.23,39.49,1.0731
688187,时代电气,运输设备,湖南,20210907,688187.SH,20251204,48.85,49.83,48.55,49.36,48.67,0.69,1.4177,32157.21,158545.109,0.3701,1.2439,0.72,18.1031,17.0908,1.6546,2.6909,2.4389,,,135794.8412,86890.7512,25852.6027,6702833.3616,4288927.4792,58.4,38.94,1.0731
688187,时代电气,运输设备,湖南,20210907,688187.SH,20251203,48.49,49.17,48.26,48.67,48.49,0.18,0.3712,31443.64,153362.652,0.3619,1.2163,0.69,17.8501,16.8519,1.6314,2.6533,2.4048,,,135794.8412,86890.7512,25852.6027,6609134.9212,4228972.8609,58.19,38.79,1.0731
688187,时代电气,运输设备,湖南,20210907,688187.SH,20251202,48.31,49.09,48.1,48.49,48.44,0.05,0.1032,44677.82,217578.008,0.5142,1.7282,1.03,17.784,16.7896,1.6254,2.6435,2.396,,,135794.8412,86890.7512,25852.6027,6584691.8498,4213332.5257,58.13,38.75,1.0731
688187,时代电气,运输设备,湖南,20210907,688187.SH,20251201,49.46,49.79,48.04,48.44,49.81,-1.37,-2.7505,79942.99,387408.289,0.92,3.0923,2.24,17.7657,16.7722,1.6237,2.6408,2.3935,,,135794.8412,86890.7512,25852.6027,6577902.1077,4208987.9881,59.77,39.85,1.0731
688187,时代电气,运输设备,湖南,20210907,688187.SH,20251128,49.0,50.04,49.0,49.81,49.28,0.53,1.0755,31841.3,158389.652,0.3665,1.2316,0.83,18.2682,17.2466,1.6697,2.7155,2.4612,,,135794.8412,86890.7512,25852.6027,6763941.0402,4328028.3173,59.14,39.42,1.0731
688187,时代电气,运输设备,湖南,20210907,688187.SH,20251127,49.15,49.85,49.1,49.28,49.3,-0.02,-0.0406,36278.88,179431.671,0.4175,1.4033,1.02,18.0738,17.0631,1.6519,2.6866,2.435,,,135794.8412,86890.7512,25852.6027,6691969.7743,4281976.2191,59.16,39.44,1.0731
688187,时代电气,运输设备,湖南,20210907,688187.SH,20251126,49.49,49.66,49.06,49.3,49.47,-0.17,-0.3436,33978.28,167607.067,0.391,1.3143,1.0,18.0811,17.07,1.6526,2.6877,2.436,,,135794.8412,86890.7512,25852.6027,6694685.6712,4283714.0342,59.36,39.58,1.0731
688187,时代电气,运输设备,湖南,20210907,688187.SH,20251125,50.23,50.35,49.47,49.47,49.98,-0.51,-1.0204,35549.3,177160.985,0.4091,1.3751,1.03,18.1435,17.1289,1.6583,2.6969,2.4444,,,135794.8412,86890.7512,25852.6027,6717770.7942,4298485.4619,59.98,39.98,1.0731
688187,时代电气,运输设备,湖南,20210907,688187.SH,20251124,49.79,50.28,49.18,49.98,49.79,0.19,0.3816,40714.53,202602.425,0.4686,1.5749,1.19,18.3305,17.3055,1.6754,2.7247,2.4696,,,135794.8412,86890.7512,25852.6027,6787026.1632,4342799.745,59.75,39.83,1.0731
