股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价
688228,开普云,软件服务,广东,20200327,688228.SH,20251205,166.91,172.5,162.02,170.0,167.0,3.0,1.7964,17544.22,294927.387,2.5972,5.85,0.81,557.8155,347.4482,8.6133,18.5939,18.5539,,,6755.076,6755.076,2998.996,1148362.92,1148362.92,200.4,133.6
688228,开普云,软件服务,广东,20200327,688228.SH,20251204,172.68,173.5,165.15,167.0,172.68,-5.68,-3.2893,16248.66,272648.414,2.4054,5.418,0.74,547.9717,341.3167,8.4613,18.2658,18.2265,,,6755.076,6755.076,2998.996,1128097.692,1128097.692,207.22,138.14
688228,开普云,软件服务,广东,20200327,688228.SH,20251203,166.2,172.72,163.4,172.68,168.01,4.67,2.7796,18222.22,306057.7,2.6976,6.0761,0.78,566.6093,352.9256,8.7491,18.887,18.8464,,,6755.076,6755.076,2998.996,1166466.5237,1166466.5237,201.61,134.41
688228,开普云,软件服务,广东,20200327,688228.SH,20251202,171.59,175.17,166.18,168.01,172.48,-4.47,-2.5916,20766.66,352544.647,3.0742,6.9245,0.82,551.2858,343.381,8.5125,18.3762,18.3367,,,6755.076,6755.076,2998.996,1134920.3188,1134920.3188,206.98,137.98
688228,开普云,软件服务,广东,20200327,688228.SH,20251201,160.02,173.28,160.02,172.48,161.4,11.08,6.8649,34509.94,583443.24,5.1087,11.5072,1.4,565.9531,352.5168,8.739,18.8651,18.8246,,,6755.076,6755.076,2998.996,1165115.5085,1165115.5085,193.68,129.12
688228,开普云,软件服务,广东,20200327,688228.SH,20251128,160.43,165.38,156.03,161.4,159.5,1.9,1.1912,18331.84,296831.456,2.7138,6.1127,0.74,529.5966,329.8714,8.1776,17.6533,17.6153,,,6755.076,6755.076,2998.996,1090269.2664,1090269.2664,191.4,127.6
688228,开普云,软件服务,广东,20200327,688228.SH,20251127,162.22,165.0,158.39,159.5,165.0,-5.5,-3.3333,17309.51,278852.707,2.5624,5.7718,0.74,523.3622,325.9881,8.0813,17.4454,17.4079,,,6755.076,6755.076,2998.996,1077434.622,1077434.622,198.0,132.0
688228,开普云,软件服务,广东,20200327,688228.SH,20251126,162.0,167.04,159.11,165.0,161.91,3.09,1.9085,25799.18,423575.473,3.8192,8.6026,1.23,541.4092,337.2291,8.36,18.047,18.0082,,,6755.076,6755.076,2998.996,1114587.54,1114587.54,194.29,129.53
688228,开普云,软件服务,广东,20200327,688228.SH,20251125,160.0,163.58,156.0,161.91,155.5,6.41,4.1222,30568.82,488521.579,4.5253,10.193,1.67,531.2701,330.9137,8.2034,17.709,17.6709,,,6755.076,6755.076,2998.996,1093714.3552,1093714.3552,186.6,124.4
688228,开普云,软件服务,广东,20200327,688228.SH,20251124,143.76,157.69,142.1,155.5,143.76,11.74,8.1664,30890.63,466221.266,4.573,10.3003,1.99,510.2371,317.8129,7.8787,17.0079,16.9713,,,6755.076,6755.076,2998.996,1050414.318,1050414.318,172.51,115.01
688228,开普云,软件服务,广东,20200327,688228.SH,20251121,148.1,150.62,143.04,143.76,152.0,-8.24,-5.4211,18665.01,272137.851,2.7631,6.2238,1.1,471.7151,293.8185,7.2838,15.7239,15.69,,,6755.076,6755.076,2998.996,971109.7258,971109.7258,182.4,121.6
688228,开普云,软件服务,广东,20200327,688228.SH,20251120,153.02,156.0,150.34,152.0,152.88,-0.88,-0.5756,11482.01,174846.54,1.6998,3.8286,0.6,498.7527,310.6595,7.7013,16.6251,16.5894,,,6755.076,6755.076,2998.996,1026771.552,1026771.552,183.46,122.3
688228,开普云,软件服务,广东,20200327,688228.SH,20251119,154.86,156.02,151.35,152.88,155.54,-2.66,-1.7102,12854.82,196796.973,1.903,4.2864,0.64,501.6402,312.4581,7.7459,16.7214,16.6854,,,6755.076,6755.076,2998.996,1032716.0189,1032716.0189,186.65,124.43
688228,开普云,软件服务,广东,20200327,688228.SH,20251118,155.0,159.98,153.05,155.54,153.68,1.86,1.2103,17407.85,272290.407,2.577,5.8046,0.85,510.3684,317.8946,7.8807,17.0123,16.9757,,,6755.076,6755.076,2998.996,1050684.521,1050684.521,184.42,122.94
688228,开普云,软件服务,广东,20200327,688228.SH,20251117,153.21,157.77,152.27,153.68,155.3,-1.62,-1.0431,17138.12,264436.698,2.5371,5.7146,0.79,504.2652,314.0931,7.7865,16.8089,16.7727,,,6755.076,6755.076,2998.996,1038120.0797,1038120.0797,186.36,124.24
688228,开普云,软件服务,广东,20200327,688228.SH,20251114,156.0,158.77,153.37,155.3,164.01,-8.71,-5.3107,25822.37,403187.635,3.8227,8.6103,1.16,509.5809,317.4041,7.8685,16.9861,16.9495,,,6755.076,6755.076,2998.996,1049063.3028,1049063.3028,196.81,131.21
