股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价,复权因子
002493,荣盛石化,化纤,浙江,20101102,002493.SZ,20251205,9.61,9.86,9.6,9.8,9.61,0.19,1.9771,225164.05,219323.827,0.2405,0.8684,0.84,135.1257,132.9647,2.2405,0.2999,0.3167,0.9779,0.9778,998944.2254,936219.8504,259300.0472,9789653.4089,9174954.5339,10.57,8.65,15.6271
002493,荣盛石化,化纤,浙江,20101102,002493.SZ,20251204,9.76,9.79,9.57,9.61,9.78,-0.17,-1.7382,188698.87,181865.852,0.2016,0.7277,0.6,132.506,130.3868,2.1971,0.294,0.3106,0.9972,0.9971,998944.2254,936219.8504,259300.0472,9599854.0061,8997072.7623,10.76,8.8,15.6271
002493,荣盛石化,化纤,浙江,20101102,002493.SZ,20251203,9.72,9.9,9.68,9.78,9.73,0.05,0.5139,261823.18,256955.677,0.2797,1.0097,0.83,134.85,132.6933,2.2359,0.2992,0.3161,0.9799,0.9798,998944.2254,936219.8504,259300.0472,9769674.5244,9156230.1369,10.7,8.76,15.6271
002493,荣盛石化,化纤,浙江,20101102,002493.SZ,20251202,9.7,9.93,9.67,9.73,9.68,0.05,0.5165,333332.39,326963.867,0.356,1.2855,1.01,134.1606,132.015,2.2245,0.2977,0.3145,0.9849,0.9848,998944.2254,936219.8504,259300.0472,9719727.3131,9109419.1444,10.65,8.71,15.6271
002493,荣盛石化,化纤,浙江,20101102,002493.SZ,20251201,9.72,9.79,9.58,9.68,9.72,-0.04,-0.4115,296976.31,287279.721,0.3172,1.1453,0.79,133.4711,131.3366,2.2131,0.2962,0.3128,0.99,0.9899,998944.2254,936219.8504,259300.0472,9669780.1019,9062608.1519,10.69,8.75,15.6271
002493,荣盛石化,化纤,浙江,20101102,002493.SZ,20251128,9.63,9.83,9.59,9.72,9.64,0.08,0.8299,259244.27,251297.674,0.2769,0.9998,0.62,134.0227,131.8793,2.2222,0.2974,0.3141,0.9859,0.9858,998944.2254,936219.8504,259300.0472,9709737.8709,9100056.9459,10.6,8.68,15.6271
002493,荣盛石化,化纤,浙江,20101102,002493.SZ,20251127,9.51,9.74,9.46,9.64,9.5,0.14,1.4737,412385.11,395261.659,0.4405,1.5904,1.03,132.9196,130.7938,2.2039,0.295,0.3116,0.9941,0.994,998944.2254,936219.8504,259300.0472,9629822.3329,9025159.3579,10.45,8.55,15.6271
002493,荣盛石化,化纤,浙江,20101102,002493.SZ,20251126,9.46,9.58,9.44,9.5,9.46,0.04,0.4228,280189.13,266963.222,0.2993,1.0806,0.71,130.9892,128.8944,2.1719,0.2907,0.307,1.0088,1.0087,998944.2254,936219.8504,259300.0472,9489970.1413,8894088.5788,10.41,8.51,15.6271
002493,荣盛石化,化纤,浙江,20101102,002493.SZ,20251125,9.55,9.58,9.42,9.46,9.52,-0.06,-0.6303,397148.79,376515.8,0.4242,1.5316,1.0,130.4377,128.3516,2.1628,0.2895,0.3057,1.013,1.0129,998944.2254,936219.8504,259300.0472,9450012.3723,8856639.7848,10.47,8.57,15.6271
002493,荣盛石化,化纤,浙江,20101102,002493.SZ,20251124,9.9,9.95,9.5,9.52,9.81,-0.29,-2.9562,524492.37,505000.581,0.5602,2.0227,1.27,131.265,129.1657,2.1765,0.2913,0.3077,1.0066,1.0066,998944.2254,936219.8504,259300.0472,9509949.0258,8912812.9758,10.79,8.83,15.6271
002493,荣盛石化,化纤,浙江,20101102,002493.SZ,20251121,10.2,10.29,9.8,9.81,10.3,-0.49,-4.7573,462109.95,461060.681,0.4936,1.7821,1.08,135.2636,133.1004,2.2428,0.3002,0.317,0.9769,0.9768,998944.2254,936219.8504,259300.0472,9799642.8512,9184316.7324,11.33,9.27,15.6271
