股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价
301563,云汉芯城,元器件,上海,20250930,301563.SZ,20251205,160.88,163.5,154.58,161.94,160.25,1.69,1.0546,19975.68,318482.066,14.3177,14.3177,0.78,119.4581,92.3209,8.7887,4.0915,3.5635,,,6511.6099,1395.171,1395.171,1054490.1072,225933.9917,192.3,128.2
301563,云汉芯城,元器件,上海,20250930,301563.SZ,20251204,161.5,162.08,158.3,160.25,162.19,-1.94,-1.1961,15312.45,244789.909,10.9753,10.9753,0.46,118.2115,91.3575,8.6969,4.0488,3.5263,,,6511.6099,1395.171,1395.171,1043485.4865,223576.1528,194.63,129.75
301563,云汉芯城,元器件,上海,20250930,301563.SZ,20251203,165.18,165.77,159.21,162.19,164.64,-2.45,-1.4881,21694.41,352208.982,15.5496,15.5496,0.64,119.6425,92.4635,8.8022,4.0978,3.569,,,6511.6099,1395.171,1395.171,1056118.0097,226282.7845,197.57,131.71
301563,云汉芯城,元器件,上海,20250930,301563.SZ,20251202,169.98,171.6,164.51,164.64,169.66,-5.02,-2.9589,23149.26,387038.733,16.5924,16.5924,0.67,121.4498,93.8602,8.9352,4.1597,3.6229,,,6511.6099,1395.171,1395.171,1072071.4539,229700.9534,203.59,135.73
301563,云汉芯城,元器件,上海,20250930,301563.SZ,20251201,174.8,174.82,167.92,169.66,175.45,-5.79,-3.3001,28349.33,483205.209,20.3196,20.3196,0.84,125.1529,96.7221,9.2076,4.2866,3.7333,,,6511.6099,1395.171,1395.171,1104759.7356,236704.7119,210.54,140.36
301563,云汉芯城,元器件,上海,20250930,301563.SZ,20251128,171.85,175.66,168.6,175.45,178.49,-3.04,-1.7032,39026.18,672905.46,27.9723,27.9723,1.26,129.424,100.0229,9.5219,4.4328,3.8607,,,6511.6099,1395.171,1395.171,1142461.957,244782.752,214.19,142.79
301563,云汉芯城,元器件,上海,20250930,301563.SZ,20251127,162.03,183.2,162.0,178.49,163.61,14.88,9.0948,55492.38,963677.328,39.7746,39.7746,2.21,131.6665,101.756,9.6869,4.5096,3.9276,,,6511.6099,1395.171,1395.171,1162257.2511,249024.0718,196.33,130.89
301563,云汉芯城,元器件,上海,20250930,301563.SZ,20251126,160.33,166.0,160.02,163.61,163.32,0.29,0.1776,22617.68,368941.495,16.2114,16.2114,0.85,120.69,93.273,8.8793,4.1337,3.6002,,,6511.6099,1395.171,1395.171,1065364.4957,228263.9273,195.98,130.66
301563,云汉芯城,元器件,上海,20250930,301563.SZ,20251125,162.01,167.83,161.81,163.32,161.72,1.6,0.9894,26306.92,432696.804,18.8557,18.8557,0.96,120.4761,93.1077,8.8636,4.1264,3.5938,,,6511.6099,1395.171,1395.171,1063476.1289,227859.3277,194.06,129.38
301563,云汉芯城,元器件,上海,20250930,301563.SZ,20251124,157.5,165.44,155.92,161.72,156.0,5.72,3.6667,24742.61,399146.555,17.7345,17.7345,0.92,119.2958,92.1955,8.7767,4.0859,3.5586,,,6511.6099,1395.171,1395.171,1053057.553,225627.0541,187.2,124.8
