股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价
002251,步步高,超市连锁,湖南,20080619,002251.SZ,20251205,5.0,5.07,4.92,5.05,5.0,0.05,1.0,774752.46,389205.59,3.5994,4.6756,0.54,11.2057,,1.6544,3.9572,3.3118,0.0,,268869.9689,215247.2119,165700.5823,1357793.3429,1086998.4201,5.5,4.5
002251,步步高,超市连锁,湖南,20080619,002251.SZ,20251204,5.13,5.18,5.0,5.0,5.18,-0.18,-3.4749,1211628.61,612177.92,5.629,7.3122,0.77,11.0948,,1.638,3.918,3.279,0.0,,268869.9689,215247.2119,165700.5823,1344349.8445,1076236.0595,5.7,4.66
002251,步步高,超市连锁,湖南,20080619,002251.SZ,20251203,5.37,5.37,5.18,5.18,5.52,-0.34,-6.1594,1934150.09,1016186.644,8.9857,11.6726,1.14,11.4942,,1.697,4.059,3.397,0.0,,268869.9689,215247.2119,165700.5823,1392746.4389,1114980.5576,6.07,4.97
002251,步步高,超市连锁,湖南,20080619,002251.SZ,20251202,5.39,5.58,5.35,5.52,5.42,0.1,1.845,1576034.81,862477.679,7.322,9.5113,0.95,12.2487,,1.8084,4.3255,3.62,0.0,,268869.9689,215247.2119,165700.5823,1484162.2283,1188164.6097,5.96,4.88
002251,步步高,超市连锁,湖南,20080619,002251.SZ,20251201,5.51,5.54,5.4,5.42,5.46,-0.04,-0.7326,1280558.53,700415.887,5.9492,7.7281,0.77,12.0268,,1.7756,4.2471,3.5544,0.0,,268869.9689,215247.2119,165700.5823,1457275.2314,1166639.8885,6.01,4.91
002251,步步高,超市连锁,湖南,20080619,002251.SZ,20251128,5.39,5.5,5.33,5.46,5.43,0.03,0.5525,1194879.18,648241.893,5.5512,7.2111,0.69,12.1155,,1.7887,4.2784,3.5806,0.0,,268869.9689,215247.2119,165700.5823,1468030.0302,1175249.777,5.97,4.89
002251,步步高,超市连锁,湖南,20080619,002251.SZ,20251127,5.55,5.65,5.41,5.43,5.62,-0.19,-3.3808,1913348.2,1055688.834,8.8891,11.547,1.11,12.049,,1.7789,4.2549,3.561,0.0,,268869.9689,215247.2119,165700.5823,1459963.9311,1168792.3606,6.18,5.06
002251,步步高,超市连锁,湖南,20080619,002251.SZ,20251126,5.4,5.77,5.36,5.62,5.39,0.23,4.2672,2517469.67,1389316.431,11.6957,15.1929,1.55,12.4706,,1.8412,4.4038,3.6856,0.0,,268869.9689,215247.2119,165700.5823,1511049.2252,1209689.3309,5.93,4.85
002251,步步高,超市连锁,湖南,20080619,002251.SZ,20251125,5.29,5.45,5.23,5.39,5.28,0.11,2.0833,1425211.12,766800.799,6.6213,8.6011,0.77,11.9602,,1.7658,4.2236,3.5347,0.0,,268869.9689,215247.2119,165700.5823,1449209.1324,1160182.4721,5.81,4.75
002251,步步高,超市连锁,湖南,20080619,002251.SZ,20251124,5.23,5.37,5.16,5.28,5.21,0.07,1.3436,1257963.71,662631.275,5.8443,7.5918,0.58,11.7161,,1.7298,4.1374,3.4626,0.0,,268869.9689,215247.2119,165700.5823,1419633.4358,1136505.2788,5.73,4.69
