股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价,复权因子
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250926,38.8,38.8,36.6,36.61,38.36,-1.75,-4.562,14786.39,55317.231,3.8983,5.8696,0.99,49.1657,50.4509,5.7549,5.0823,4.8829,,,7340.0,3793.0617,2519.162,268717.4,138863.9888,49.86,26.86,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250925,37.41,38.57,37.36,38.36,37.41,0.95,2.5394,16111.24,61407.326,4.2476,6.3955,1.08,51.5159,52.8625,6.0299,5.3253,5.1163,,,7340.0,3793.0617,2519.162,281562.4,145501.8468,48.63,26.19,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250924,37.87,38.0,37.13,37.41,37.9,-0.49,-1.2929,13264.07,49675.682,3.4969,5.2653,0.92,50.2401,51.5533,5.8806,5.1934,4.9896,,,7340.0,3793.0617,2519.162,274589.4,141898.4382,49.27,26.53,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250923,38.01,39.34,37.45,37.9,37.82,0.08,0.2115,19417.9,74515.569,5.1193,7.7081,1.48,50.8982,52.2286,5.9576,5.2614,5.0549,,,7340.0,3793.0617,2519.162,278186.0,143757.0384,49.16,26.48,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250922,38.7,38.79,37.82,37.82,38.66,-0.84,-2.1728,11964.29,45702.329,3.1543,4.7493,0.87,50.7907,52.1183,5.9451,5.2503,5.0443,,,7340.0,3793.0617,2519.162,277598.8,143453.5935,50.25,27.07,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250919,39.77,39.8,38.6,38.66,39.65,-0.99,-2.4968,14069.3,54825.995,3.7092,5.5849,1.01,51.9188,53.2759,6.0771,5.3669,5.1563,,,7340.0,3793.0617,2519.162,283764.4,146639.7653,51.54,27.76,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250918,40.29,40.72,39.5,39.65,40.01,-0.36,-0.8998,16166.55,64827.49,4.2621,6.4174,1.12,53.2483,54.6402,6.2327,5.5043,5.2883,,,7340.0,3793.0617,2519.162,291031.0,150394.8964,52.01,28.01,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250917,40.1,40.29,39.85,40.01,40.12,-0.11,-0.2742,10677.91,42811.294,2.8151,4.2387,0.57,53.7318,55.1363,6.2893,5.5543,5.3363,,,7340.0,3793.0617,2519.162,293673.4,151760.3986,52.15,28.09,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250916,39.77,40.3,39.6,40.12,39.94,0.18,0.4507,12852.88,51285.134,3.3885,5.102,0.46,53.8795,55.2879,6.3066,5.5696,5.351,,,7340.0,3793.0617,2519.162,294480.8,152177.6354,51.92,27.96,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250915,40.49,40.49,39.62,39.94,40.25,-0.31,-0.7702,14617.94,58359.067,3.8539,5.8027,0.49,53.6378,55.0398,6.2783,5.5446,5.327,,,7340.0,3793.0617,2519.162,293159.6,151494.8843,52.32,28.18,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250912,40.55,40.68,40.03,40.25,40.72,-0.47,-1.1542,15434.58,62149.482,4.0692,6.1269,0.5,54.0541,55.467,6.327,5.5876,5.3684,,,7340.0,3793.0617,2519.162,295435.0,152670.7334,52.93,28.51,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250911,40.89,40.89,39.91,40.72,40.57,0.15,0.3697,18325.26,73925.255,4.8313,7.2743,0.6,54.6853,56.1147,6.4009,5.6529,5.431,,,7340.0,3793.0617,2519.162,298884.8,154453.4724,52.74,28.4,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250910,42.0,42.49,40.51,40.57,42.69,-2.12,-4.966,32500.08,133306.266,8.5683,12.9011,1.22,54.4839,55.908,6.3773,5.6321,5.411,,,7340.0,3793.0617,2519.162,297783.8,153884.5132,55.49,29.89,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250909,43.0,46.15,42.2,42.69,42.4,0.29,0.684,57870.22,256079.874,15.2569,22.972,3.19,57.3309,58.8295,6.7106,5.9264,5.6938,,,7340.0,3793.0617,2519.162,313344.6,161925.804,55.12,29.68,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250908,41.48,42.68,41.41,42.4,41.6,0.8,1.9231,24837.3,104839.206,6.5481,9.8594,1.53,56.9415,58.4298,6.665,5.8861,5.6551,,,7340.0,3793.0617,2519.162,311216.0,160825.8161,54.08,29.12,1.4654
831689,克莱特,专用机械,山东,20220321,831689.BJ,20250905,40.37,41.6,40.08,41.6,40.05,1.55,3.8702,21816.52,90083.329,5.7517,8.6602,1.42,55.8671,57.3274,6.5393,5.775,5.5484,,,7340.0,3793.0617,2519.162,305344.0,157791.3667,52.06,28.04,1.4654
