股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价
920926,鸿智科技,家用电器,广东,20230808,920926.BJ,20251205,17.43,17.75,17.3,17.56,17.4,0.16,0.9195,7347.64,12875.958,0.9164,3.1165,0.79,43.8024,45.06,5.7243,3.2326,3.2412,,,8836.1737,8018.2379,2357.6617,155163.2102,140800.2575,22.62,12.18
920926,鸿智科技,家用电器,广东,20230808,920926.BJ,20251204,17.91,17.93,17.4,17.4,17.89,-0.49,-2.739,8591.99,15176.295,1.0716,3.6443,0.87,43.4033,44.6494,5.6721,3.2031,3.2116,,,8836.1737,8018.2379,2357.6617,153749.4224,139517.3395,23.25,12.53
920926,鸿智科技,家用电器,广东,20230808,920926.BJ,20251203,17.82,18.11,17.74,17.89,17.82,0.07,0.3928,7575.09,13593.97,0.9447,3.213,0.76,44.6255,45.9068,5.8318,3.2933,3.3021,,,8836.1737,8018.2379,2357.6617,158079.1475,143446.276,23.16,12.48
920926,鸿智科技,家用电器,广东,20230808,920926.BJ,20251202,18.48,18.7,17.8,17.82,18.18,-0.36,-1.9802,9071.01,16298.831,1.1313,3.8475,0.85,44.4509,45.7272,5.809,3.2804,3.2892,,,8836.1737,8018.2379,2357.6617,157460.6153,142884.9994,23.63,12.73
920926,鸿智科技,家用电器,广东,20230808,920926.BJ,20251201,17.81,18.35,17.61,18.18,17.6,0.58,3.2955,13205.49,23775.816,1.6469,5.6011,1.31,45.3489,46.651,5.9264,3.3467,3.3556,,,8836.1737,8018.2379,2357.6617,160641.6379,145771.565,22.88,12.32
920926,鸿智科技,家用电器,广东,20230808,920926.BJ,20251128,17.58,17.83,17.49,17.6,17.58,0.02,0.1138,8138.77,14372.659,1.015,3.4521,0.68,43.9022,45.1626,5.7373,3.2399,3.2486,,,8836.1737,8018.2379,2357.6617,155516.6571,141120.987,22.85,12.31
920926,鸿智科技,家用电器,广东,20230808,920926.BJ,20251127,17.96,17.97,17.55,17.58,17.96,-0.38,-2.1158,11348.27,20073.518,1.4153,4.8134,0.93,43.8523,45.1113,5.7308,3.2363,3.2449,,,8836.1737,8018.2379,2357.6617,155339.9336,140960.6223,23.34,12.58
920926,鸿智科技,家用电器,广东,20230808,920926.BJ,20251126,18.01,18.26,17.71,17.96,18.01,-0.05,-0.2776,7997.12,14359.706,0.9974,3.392,0.54,44.8002,46.0864,5.8546,3.3062,3.315,,,8836.1737,8018.2379,2357.6617,158697.6797,144007.5527,23.41,12.61
920926,鸿智科技,家用电器,广东,20230808,920926.BJ,20251125,17.97,18.33,17.71,18.01,17.69,0.32,1.8089,12464.32,22615.068,1.5545,5.2867,0.81,44.9249,46.2147,5.8709,3.3154,3.3242,,,8836.1737,8018.2379,2357.6617,159139.4883,144408.4646,22.99,12.39
920926,鸿智科技,家用电器,广东,20230808,920926.BJ,20251124,17.6,17.98,17.6,17.69,17.52,0.17,0.9703,10345.88,18404.408,1.2903,4.3882,0.64,44.1267,45.3936,5.7666,3.2565,3.2652,,,8836.1737,8018.2379,2357.6617,156311.9128,141842.6285,22.77,12.27
