股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价,复权因子
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251205,11.67,11.93,11.67,11.92,11.78,0.14,1.1885,22007.0,25991.803,0.933,1.919,1.04,43.2317,30.992,2.0459,3.5657,3.3,0.6711,1.0067,23588.3907,23588.3907,11467.9471,281173.6171,281173.6171,12.96,10.6,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251204,11.94,12.03,11.72,11.78,11.94,-0.16,-1.34,24800.0,29314.839,1.0514,2.1625,1.1,42.724,30.628,2.0218,3.5239,3.2612,0.6791,1.0187,23588.3907,23588.3907,11467.9471,277871.2424,277871.2424,13.13,10.75,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251203,11.99,12.05,11.86,11.94,12.01,-0.07,-0.5828,14299.0,17059.028,0.6062,1.2469,0.59,43.3042,31.044,2.0493,3.5717,3.3055,0.67,1.005,23588.3907,23588.3907,11467.9471,281645.385,281645.385,13.21,10.81,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251202,12.02,12.04,11.84,12.01,12.05,-0.04,-0.332,21396.0,25609.412,0.9071,1.8657,0.88,43.5581,31.226,2.0613,3.5927,3.3249,0.6661,0.9992,23588.3907,23588.3907,11467.9471,283296.5723,283296.5723,13.26,10.85,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251201,12.1,12.21,11.98,12.05,12.06,-0.01,-0.0829,24885.0,30091.695,1.055,2.17,1.02,43.7032,31.33,2.0682,3.6046,3.336,0.6639,0.9959,23588.3907,23588.3907,11467.9471,284240.1079,284240.1079,13.27,10.85,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251128,11.99,12.06,11.82,12.06,12.02,0.04,0.3328,20781.0,24848.155,0.881,1.8121,0.75,43.7395,31.356,2.0699,3.6076,3.3388,0.6633,0.995,23588.3907,23588.3907,11467.9471,284475.9918,284475.9918,13.22,10.82,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251127,11.84,12.08,11.51,12.02,11.8,0.22,1.8644,31771.0,38009.669,1.3469,2.7704,1.18,43.5944,31.252,2.063,3.5957,3.3277,0.6656,0.9983,23588.3907,23588.3907,11467.9471,283532.4562,283532.4562,12.98,10.62,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251126,11.91,12.02,11.78,11.8,11.86,-0.06,-0.5059,22038.0,26195.643,0.9343,1.9217,0.74,42.7965,30.68,2.0253,3.5298,3.2668,0.678,1.0169,23588.3907,23588.3907,11467.9471,278343.0103,278343.0103,13.05,10.67,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251125,11.86,12.01,11.82,11.86,11.78,0.08,0.6791,22102.0,26348.472,0.937,1.9273,0.66,43.0141,30.836,2.0356,3.5478,3.2834,0.6745,1.0118,23588.3907,23588.3907,11467.9471,279758.3137,279758.3137,12.96,10.6,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251124,11.82,12.07,11.7,11.78,11.7,0.08,0.6838,25094.0,29681.341,1.0638,2.1882,0.73,42.724,30.628,2.0218,3.5239,3.2612,0.6791,1.0187,23588.3907,23588.3907,11467.9471,277871.2424,277871.2424,12.87,10.53,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251121,12.29,12.34,11.62,11.7,12.29,-0.59,-4.8007,37590.0,44765.729,1.5936,3.2778,1.16,42.4338,30.42,2.0081,3.4999,3.2391,0.6838,1.0256,23588.3907,23588.3907,11467.9471,275984.1712,275984.1712,13.52,11.06,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251120,12.35,12.45,12.22,12.29,12.29,0.0,0.0,27545.0,33922.826,1.1677,2.4019,0.84,44.5736,31.954,2.1094,3.6764,3.4024,0.6509,0.9764,23588.3907,23588.3907,11467.9471,289901.3217,289901.3217,13.52,11.06,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251119,12.65,12.7,12.25,12.29,12.59,-0.3,-2.3828,35750.0,44385.496,1.5156,3.1174,1.1,44.5736,31.954,2.1094,3.6764,3.4024,0.6509,0.9764,23588.3907,23588.3907,11467.9471,289901.3217,289901.3217,13.85,11.33,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251118,12.8,12.89,12.53,12.59,12.86,-0.27,-2.0995,42115.0,53383.438,1.7854,3.6724,1.16,45.6617,32.734,2.1608,3.7662,3.4855,0.6354,0.9531,23588.3907,23588.3907,11467.9471,296977.8389,296977.8389,14.15,11.57,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251117,13.1,13.15,12.78,12.86,13.1,-0.24,-1.8321,29359.0,37884.557,1.2446,2.5601,0.71,46.6409,33.436,2.2072,3.8469,3.5602,0.6221,0.9331,23588.3907,23588.3907,11467.9471,303346.7044,303346.7044,14.41,11.79,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251114,13.06,13.29,12.98,13.1,13.08,0.02,0.1529,27927.0,36671.276,1.1839,2.4352,0.62,47.5114,34.06,2.2484,3.9187,3.6267,0.6107,0.916,23588.3907,23588.3907,11467.9471,309007.9182,309007.9182,14.39,11.77,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251113,13.04,13.15,12.97,13.08,13.11,-0.03,-0.2288,29400.99,38307.141,1.2464,2.5638,0.53,47.4388,34.008,2.2449,3.9127,3.6211,0.6116,0.9174,23588.3907,23588.3907,11467.9471,308536.1504,308536.1504,14.42,11.8,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251112,13.19,13.25,12.95,13.11,13.17,-0.06,-0.4556,33956.31,44371.252,1.4395,2.961,0.45,47.5476,34.086,2.2501,3.9217,3.6294,0.6102,0.9153,23588.3907,23588.3907,11467.9471,309243.8021,309243.8021,14.49,11.85,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251111,12.92,13.27,12.89,13.17,12.92,0.25,1.935,61057.0,80163.081,2.5884,5.3241,0.74,47.7652,34.242,2.2604,3.9397,3.646,0.6074,0.9112,23588.3907,23588.3907,11467.9471,310659.1055,310659.1055,14.21,11.63,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251110,13.05,13.12,12.8,12.92,13.1,-0.18,-1.374,53965.0,69789.352,2.2878,4.7057,0.49,46.8585,33.592,2.2175,3.8649,3.5768,0.6192,0.9288,23588.3907,23588.3907,11467.9471,304762.0078,304762.0078,14.41,11.79,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251107,13.05,13.2,12.9,13.1,13.15,-0.05,-0.3802,47123.0,61428.256,1.9977,4.1091,0.4,47.5114,34.06,2.2484,3.9187,3.6267,0.6107,0.916,23588.3907,23588.3907,11467.9471,309007.9182,309007.9182,14.47,11.84,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251106,13.24,13.36,12.91,13.15,13.37,-0.22,-1.6455,79732.0,104670.989,3.3801,6.9526,0.71,47.6927,34.19,2.257,3.9337,3.6405,0.6084,0.9125,23588.3907,23588.3907,11467.9471,310187.3377,310187.3377,14.71,12.03,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251105,12.52,13.45,12.52,13.37,12.63,0.74,5.8591,133324.0,174736.779,5.6521,11.6258,1.44,48.4906,34.762,2.2947,3.9995,3.7014,0.5984,0.8975,23588.3907,23588.3907,11467.9471,315376.7837,315376.7837,13.89,11.37,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251104,12.93,12.94,12.51,12.63,12.88,-0.25,-1.941,96091.0,121564.198,4.0737,8.3791,1.21,45.8068,32.838,2.1677,3.7781,3.4966,0.6334,0.9501,23588.3907,23588.3907,11467.9471,297921.3745,297921.3745,14.17,11.59,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251103,12.12,13.22,12.07,12.88,12.13,0.75,6.183,196480.0,252403.148,8.3295,17.133,4.33,46.7135,33.488,2.2106,3.8529,3.5658,0.6211,0.9317,23588.3907,23588.3907,11467.9471,303818.4722,303818.4722,13.34,10.92,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251031,11.72,12.38,11.61,12.13,11.69,0.44,3.7639,89880.0,108431.238,3.8103,7.8375,2.85,43.9933,31.538,2.0819,3.6286,3.3581,0.6595,0.9893,23588.3907,23588.3907,11467.9471,286127.1792,286127.1792,12.86,10.52,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251030,11.61,11.76,11.55,11.69,11.65,0.04,0.3433,45107.0,52669.616,1.9123,3.9333,1.61,42.3975,30.394,2.0064,3.4969,3.2363,0.6843,1.0265,23588.3907,23588.3907,11467.9471,275748.2873,275748.2873,12.82,10.49,1.1139
603311,金海高科,家用电器,浙江,20150518,603311.SH,20251029,11.67,11.75,11.55,11.65,11.68,-0.03,-0.2568,34822.0,40543.995,1.4762,3.0365,1.28,42.2525,30.29,1.9995,3.485,3.2252,0.6867,1.03,23588.3907,23588.3907,11467.9471,274804.7517,274804.7517,12.85,10.51,1.1139
