股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价
920158,长江能科,专用机械,江苏,20251016,920158.BJ,20251205,15.8,15.96,15.5,15.83,15.71,0.12,0.7638,16409.38,25764.107,4.3025,4.3025,0.84,45.9085,44.8211,3.3343,7.1884,6.9619,,,14258.0,3813.94,3813.94,225704.14,60374.6702,20.42,11.0
920158,长江能科,专用机械,江苏,20251016,920158.BJ,20251204,16.07,16.09,15.71,15.71,15.88,-0.17,-1.0705,15627.43,24850.941,4.0975,4.0975,0.81,45.5605,44.4813,3.3091,7.1339,6.9091,,,14258.0,3813.94,3813.94,223993.18,59916.9974,20.64,11.12
920158,长江能科,专用机械,江苏,20251016,920158.BJ,20251203,16.28,16.34,15.87,15.88,16.29,-0.41,-2.5169,13991.79,22503.391,3.6686,3.6686,0.69,46.0535,44.9627,3.3449,7.2111,6.9839,,,14258.0,3813.94,3813.94,226417.04,60565.3672,21.17,11.41
920158,长江能科,专用机械,江苏,20251016,920158.BJ,20251202,16.4,16.65,16.22,16.29,16.54,-0.25,-1.5115,20844.04,34111.177,5.4652,5.4652,1.03,47.2426,46.1235,3.4312,7.3973,7.1642,,,14258.0,3813.94,3813.94,232262.82,62129.0826,21.5,11.58
920158,长江能科,专用机械,江苏,20251016,920158.BJ,20251201,16.25,16.54,16.24,16.54,16.39,0.15,0.9152,19027.98,31217.404,4.9891,4.9891,0.92,47.9676,46.8314,3.4839,7.5108,7.2741,,,14258.0,3813.94,3813.94,235827.32,63082.5676,21.3,11.48
920158,长江能科,专用机械,江苏,20251016,920158.BJ,20251128,16.05,16.78,16.05,16.39,16.08,0.31,1.9279,27615.3,45447.509,7.2406,7.2406,1.24,47.5326,46.4067,3.4523,7.4427,7.2082,,,14258.0,3813.94,3813.94,233688.62,62510.4766,20.9,11.26
920158,长江能科,专用机械,江苏,20251016,920158.BJ,20251127,16.29,16.32,16.05,16.08,16.06,0.02,0.1245,15101.69,24381.2,3.9596,3.9596,0.63,46.6336,45.5289,3.387,7.302,7.0718,,,14258.0,3813.94,3813.94,229268.64,61328.1552,20.87,11.25
920158,长江能科,专用机械,江苏,20251016,920158.BJ,20251126,16.48,16.58,16.04,16.06,16.17,-0.11,-0.6803,19045.27,31007.856,4.9936,4.9936,0.64,46.5756,45.4723,3.3828,7.2929,7.063,,,14258.0,3813.94,3813.94,228983.48,61251.8764,21.02,11.32
920158,长江能科,专用机械,江苏,20251016,920158.BJ,20251125,16.35,16.54,16.11,16.17,16.32,-0.15,-0.9191,20485.87,33431.029,5.3713,5.3713,0.58,46.8946,45.7838,3.4059,7.3428,7.1114,,,14258.0,3813.94,3813.94,230551.86,61671.4098,21.21,11.43
920158,长江能科,专用机械,江苏,20251016,920158.BJ,20251124,16.15,16.42,15.8,16.32,15.96,0.36,2.2556,21086.67,34013.077,5.5288,5.5288,0.49,47.3296,46.2085,3.4375,7.4109,7.1774,,,14258.0,3813.94,3813.94,232690.56,62243.5008,20.74,11.18
920158,长江能科,专用机械,江苏,20251016,920158.BJ,20251121,16.23,16.48,15.72,15.96,16.48,-0.52,-3.1553,35377.59,56896.135,9.2759,9.2759,0.73,46.2856,45.1892,3.3617,7.2475,7.019,,,14258.0,3813.94,3813.94,227557.68,60870.4824,21.42,11.54
920158,长江能科,专用机械,江苏,20251016,920158.BJ,20251120,16.76,16.86,16.47,16.48,16.61,-0.13,-0.7827,24220.96,40273.131,6.3506,6.3506,0.47,47.7936,46.6615,3.4712,7.4836,7.2477,,,14258.0,3813.94,3813.94,234971.84,62853.7312,21.59,11.63
920158,长江能科,专用机械,江苏,20251016,920158.BJ,20251119,17.39,17.51,16.45,16.61,17.39,-0.78,-4.4853,47702.93,80515.728,12.5075,12.5075,0.99,48.1706,47.0296,3.4986,7.5426,7.3049,,,14258.0,3813.94,3813.94,236825.38,63349.5434,22.6,12.18
