股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价,复权因子
603619,中曼石油,石油开采,上海,20171117,603619.SH,20251205,21.59,22.32,21.27,22.29,21.6,0.69,3.1944,113614.1,249049.268,2.4574,3.2622,0.94,14.1984,20.1788,2.4209,2.4924,2.5331,4.2845,2.2238,46233.8461,46233.8461,34827.4535,1030552.4296,1030552.4296,23.76,19.44,1.112
603619,中曼石油,石油开采,上海,20171117,603619.SH,20251204,21.75,22.05,21.3,21.6,21.73,-0.13,-0.5983,91437.0,197619.867,1.9777,2.6254,0.77,13.7589,19.5542,2.3459,2.4153,2.4547,4.4214,2.2948,46233.8461,46233.8461,34827.4535,998651.0758,998651.0758,23.9,19.56,1.112
603619,中曼石油,石油开采,上海,20171117,603619.SH,20251203,22.15,22.42,21.68,21.73,22.24,-0.51,-2.2932,113534.0,248223.455,2.4556,3.2599,0.92,13.8417,19.6719,2.36,2.4298,2.4695,4.3949,2.2811,46233.8461,46233.8461,34827.4535,1004661.4758,1004661.4758,24.46,20.02,1.112
603619,中曼石油,石油开采,上海,20171117,603619.SH,20251202,22.49,22.8,22.08,22.24,22.68,-0.44,-1.94,119909.0,269452.758,2.5935,3.4429,0.96,14.1666,20.1336,2.4154,2.4868,2.5274,4.2942,2.2288,46233.8461,46233.8461,34827.4535,1028240.7373,1028240.7373,24.95,20.41,1.112
603619,中曼石油,石油开采,上海,20171117,603619.SH,20251201,22.46,23.03,22.21,22.68,22.46,0.22,0.9795,137556.23,311237.061,2.9752,3.9496,0.99,14.4468,20.5319,2.4632,2.536,2.5774,4.2108,2.1855,46233.8461,46233.8461,34827.4535,1048583.6295,1048583.6295,24.71,20.21,1.112
603619,中曼石油,石油开采,上海,20171117,603619.SH,20251128,22.65,23.07,22.13,22.46,23.27,-0.81,-3.4809,144517.61,324470.863,3.1258,4.1495,0.88,14.3067,20.3327,2.4393,2.5114,2.5524,4.2521,2.2069,46233.8461,46233.8461,34827.4535,1038412.1834,1038412.1834,25.6,20.94,1.112
603619,中曼石油,石油开采,上海,20171117,603619.SH,20251127,23.1,23.74,23.09,23.27,23.15,0.12,0.5184,81717.0,191361.452,1.7675,2.3463,0.45,14.8227,21.066,2.5273,2.602,2.6445,4.1041,2.1301,46233.8461,46233.8461,34827.4535,1075861.5987,1075861.5987,25.47,20.84,1.112
603619,中曼石油,石油开采,上海,20171117,603619.SH,20251126,22.88,23.55,22.61,23.15,23.04,0.11,0.4774,133661.23,308616.057,2.891,3.8378,0.65,14.7462,20.9574,2.5143,2.5886,2.6309,4.1254,2.1412,46233.8461,46233.8461,34827.4535,1070313.5372,1070313.5372,25.34,20.74,1.112
603619,中曼石油,石油开采,上海,20171117,603619.SH,20251125,23.35,24.05,22.99,23.04,23.04,0.0,0.0,129933.41,303692.46,2.8104,3.7308,0.59,14.6762,20.8578,2.5023,2.5763,2.6184,4.145,2.1514,46233.8461,46233.8461,34827.4535,1065227.8141,1065227.8141,25.34,20.74,1.112
603619,中曼石油,石油开采,上海,20171117,603619.SH,20251124,23.34,23.68,22.26,23.04,23.26,-0.22,-0.9458,206724.47,473139.718,4.4713,5.9357,0.98,14.6762,20.8578,2.5023,2.5763,2.6184,4.145,2.1514,46233.8461,46233.8461,34827.4535,1065227.8141,1065227.8141,25.59,20.93,1.112
