股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价
301079,邵阳液压,机械基件,湖南,20211019,301079.SZ,20251205,25.09,26.2,24.97,25.8,25.22,0.58,2.2998,78895.36,202671.794,11.3477,13.1839,2.5,439.3693,,5.9434,8.0027,10.5188,0.0393,0.0778,10893.2234,6952.5199,5984.2428,281045.1637,179375.0134,30.26,20.18
301079,邵阳液压,机械基件,湖南,20211019,301079.SZ,20251204,24.21,25.6,24.0,25.22,24.4,0.82,3.3607,77421.65,194460.917,11.1358,12.9376,4.05,429.492,,5.8098,7.8228,10.2824,0.0402,0.0796,10893.2234,6952.5199,5984.2428,274727.0941,175342.5519,29.28,19.52
301079,邵阳液压,机械基件,湖南,20211019,301079.SZ,20251203,24.19,24.6,23.79,24.4,24.08,0.32,1.3289,31567.23,76337.202,4.5404,5.2751,1.9,415.5275,,5.6209,7.5685,9.948,0.0415,0.0823,10893.2234,6952.5199,5984.2428,265794.651,169641.4856,28.9,19.26
301079,邵阳液压,机械基件,湖南,20211019,301079.SZ,20251202,24.6,24.62,24.02,24.08,24.49,-0.41,-1.6742,16424.12,39751.015,2.3623,2.7446,0.97,410.078,,5.5472,7.4692,9.8176,0.0421,0.0834,10893.2234,6952.5199,5984.2428,262308.8195,167416.6792,29.39,19.59
301079,邵阳液压,机械基件,湖南,20211019,301079.SZ,20251201,24.32,24.8,24.32,24.49,24.32,0.17,0.699,17238.59,42409.4,2.4795,2.8807,0.85,417.0602,,5.6416,7.5964,9.9847,0.0414,0.082,10893.2234,6952.5199,5984.2428,266775.0411,170267.2124,29.18,19.46
301079,邵阳液压,机械基件,湖南,20211019,301079.SZ,20251128,24.0,24.32,23.8,24.32,24.01,0.31,1.2911,15293.91,36914.576,2.1998,2.5557,0.69,414.1652,,5.6025,7.5436,9.9154,0.0417,0.0825,10893.2234,6952.5199,5984.2428,264923.1931,169085.284,28.81,19.21
301079,邵阳液压,机械基件,湖南,20211019,301079.SZ,20251127,23.97,24.23,23.86,24.01,23.98,0.03,0.1251,15061.5,36277.809,2.1663,2.5169,0.65,408.8859,,5.5311,7.4475,9.789,0.0422,0.0836,10893.2234,6952.5199,5984.2428,261546.2938,166930.0028,28.78,19.18
301079,邵阳液压,机械基件,湖南,20211019,301079.SZ,20251126,24.69,24.69,23.93,23.98,24.46,-0.48,-1.9624,18943.0,46024.991,2.7246,3.1655,0.81,408.375,,5.5242,7.4382,9.7768,0.0422,0.0837,10893.2234,6952.5199,5984.2428,261219.4971,166721.4272,29.35,19.57
301079,邵阳液压,机械基件,湖南,20211019,301079.SZ,20251125,24.74,24.88,24.36,24.46,24.65,-0.19,-0.7708,18434.81,45403.849,2.6515,3.0806,0.81,416.5493,,5.6347,7.5871,9.9725,0.0414,0.0821,10893.2234,6952.5199,5984.2428,266448.2444,170058.6368,29.58,19.72
301079,邵阳液压,机械基件,湖南,20211019,301079.SZ,20251124,23.8,24.84,23.8,24.65,23.79,0.86,3.615,33113.6,80923.372,4.7628,5.5335,1.72,419.785,,5.6785,7.646,10.05,0.0411,0.0814,10893.2234,6952.5199,5984.2428,268517.9568,171379.6155,28.55,19.03
