股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价
920832,齐鲁华信,化工原料,山东,20210223,920832.BJ,20251205,7.27,7.48,7.22,7.4,7.3,0.1,1.3699,18718.99,13752.967,1.5278,1.5934,1.47,96.8522,468.4195,1.3769,2.3513,2.7913,,,13876.3865,12252.0083,11747.5881,102685.2601,90664.8614,9.49,5.11
920832,齐鲁华信,化工原料,山东,20210223,920832.BJ,20251204,7.41,7.42,7.24,7.3,7.41,-0.11,-1.4845,10495.82,7685.492,0.8567,0.8934,0.8,95.5434,462.0895,1.3583,2.3195,2.7535,,,13876.3865,12252.0083,11747.5881,101297.6215,89439.6606,9.63,5.19
920832,齐鲁华信,化工原料,山东,20210223,920832.BJ,20251203,7.47,7.52,7.38,7.41,7.46,-0.05,-0.6702,13400.35,9963.351,1.0937,1.1407,1.05,96.9831,469.0525,1.3787,2.3545,2.795,,,13876.3865,12252.0083,11747.5881,102824.024,90787.3815,9.69,5.23
920832,齐鲁华信,化工原料,山东,20210223,920832.BJ,20251202,7.56,7.57,7.44,7.46,7.56,-0.1,-1.3228,11072.38,8282.78,0.9037,0.9425,0.8,97.6375,472.2175,1.3881,2.3704,2.8139,,,13876.3865,12252.0083,11747.5881,103517.8433,91399.9819,9.82,5.3
920832,齐鲁华信,化工原料,山东,20210223,920832.BJ,20251201,7.4,7.57,7.32,7.56,7.42,0.14,1.8868,15099.06,11295.613,1.2324,1.2853,0.97,98.9463,478.5475,1.4067,2.4022,2.8516,,,13876.3865,12252.0083,11747.5881,104905.4819,92625.1827,9.64,5.2
920832,齐鲁华信,化工原料,山东,20210223,920832.BJ,20251128,7.42,7.46,7.31,7.42,7.42,0.0,0.0,13626.98,10079.858,1.1122,1.16,0.77,97.114,469.6855,1.3806,2.3577,2.7988,,,13876.3865,12252.0083,11747.5881,102962.7878,90909.9016,9.64,5.2
920832,齐鲁华信,化工原料,山东,20210223,920832.BJ,20251127,7.45,7.51,7.39,7.42,7.44,-0.02,-0.2688,11996.69,8939.29,0.9792,1.0212,0.66,97.114,469.6855,1.3806,2.3577,2.7988,,,13876.3865,12252.0083,11747.5881,102962.7878,90909.9016,9.67,5.21
920832,齐鲁华信,化工原料,山东,20210223,920832.BJ,20251126,7.47,7.51,7.35,7.44,7.48,-0.04,-0.5348,11831.59,8790.732,0.9657,1.0072,0.58,97.3758,470.9515,1.3843,2.364,2.8063,,,13876.3865,12252.0083,11747.5881,103240.3156,91154.9418,9.72,5.24
920832,齐鲁华信,化工原料,山东,20210223,920832.BJ,20251125,7.41,7.55,7.35,7.48,7.36,0.12,1.6304,16969.11,12680.966,1.385,1.4445,0.79,97.8993,473.4835,1.3918,2.3767,2.8214,,,13876.3865,12252.0083,11747.5881,103795.371,91645.0221,9.56,5.16
920832,齐鲁华信,化工原料,山东,20210223,920832.BJ,20251124,7.49,7.49,7.25,7.36,7.41,-0.05,-0.6748,23012.24,16857.794,1.8782,1.9589,1.15,96.3287,465.8875,1.3694,2.3386,2.7762,,,13876.3865,12252.0083,11747.5881,102130.2046,90174.7811,9.63,5.19
