股票代码,名称,所属行业,地域,上市日期,TS代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),换手率(%),换手率(自由流通股),量比,市盈率,"市盈率(TTM,亏损的PE为空)",市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万股),总市值(万元),流通市值(万元),今日涨停价,今日跌停价
301598,博科测试,专用机械,北京,20241220,301598.SZ,20251205,60.65,61.45,59.9,61.32,60.5,0.82,1.3554,3072.0,18654.484,2.0863,2.0863,0.99,35.4202,31.475,3.8172,7.0067,6.5056,,3.2616,5889.7223,1472.4306,1472.4306,361157.7714,90289.4444,72.6,48.4
301598,博科测试,专用机械,北京,20241220,301598.SZ,20251204,60.83,61.25,60.35,60.5,60.81,-0.31,-0.5098,2838.0,17239.019,1.9274,1.9274,0.91,34.9466,31.0541,3.7662,6.913,6.4186,,3.3058,5889.7223,1472.4306,1472.4306,356328.1992,89082.0513,72.97,48.65
301598,博科测试,专用机械,北京,20241220,301598.SZ,20251203,60.74,61.5,60.53,60.81,60.94,-0.13,-0.2133,2963.0,18054.22,2.0123,2.0123,0.92,35.1256,31.2132,3.7855,6.9484,6.4515,,3.2889,5889.7223,1472.4306,1472.4306,358154.0131,89538.5048,73.13,48.75
301598,博科测试,专用机械,北京,20241220,301598.SZ,20251202,61.46,61.72,60.77,60.94,61.45,-0.51,-0.8299,2525.0,15436.523,1.7149,1.7149,0.72,35.2007,31.2799,3.7935,6.9633,6.4653,,3.2819,5889.7223,1472.4306,1472.4306,358919.677,89729.9208,73.74,49.16
301598,博科测试,专用机械,北京,20241220,301598.SZ,20251201,61.33,61.94,61.0,61.45,61.25,0.2,0.3265,3283.77,20236.608,2.2302,2.2302,0.92,35.4953,31.5417,3.8253,7.0216,6.5194,,3.2547,5889.7223,1472.4306,1472.4306,361923.4353,90480.8604,73.5,49.0
301598,博科测试,专用机械,北京,20241220,301598.SZ,20251128,60.55,61.45,60.01,61.25,60.5,0.75,1.2397,3862.0,23546.02,2.6229,2.6229,0.87,35.3798,31.439,3.8128,6.9987,6.4982,,3.2653,5889.7223,1472.4306,1472.4306,360745.4909,90186.3743,72.6,48.4
301598,博科测试,专用机械,北京,20241220,301598.SZ,20251127,60.69,61.19,60.42,60.5,60.4,0.1,0.1656,2908.0,17698.747,1.975,1.975,0.59,34.9466,31.0541,3.7662,6.913,6.4186,,3.3058,5889.7223,1472.4306,1472.4306,356328.1992,89082.0513,72.48,48.32
301598,博科测试,专用机械,北京,20241220,301598.SZ,20251126,60.9,61.26,60.16,60.4,60.77,-0.37,-0.6089,3509.0,21304.99,2.3831,2.3831,0.65,34.8888,31.0027,3.7599,6.9016,6.408,,3.3113,5889.7223,1472.4306,1472.4306,355739.2269,88934.8082,72.92,48.62
301598,博科测试,专用机械,北京,20241220,301598.SZ,20251125,60.42,61.44,60.42,60.77,60.38,0.39,0.6459,3932.0,24015.682,2.6704,2.6704,0.69,35.1025,31.1926,3.783,6.9439,6.4473,,3.2911,5889.7223,1472.4306,1472.4306,357918.4242,89479.6076,72.46,48.3
301598,博科测试,专用机械,北京,20241220,301598.SZ,20251124,59.97,60.75,59.52,60.38,59.6,0.78,1.3087,3557.5,21427.888,2.4161,2.4161,0.54,34.8773,30.9925,3.7587,6.8993,6.4059,,3.3124,5889.7223,1472.4306,1472.4306,355621.4325,88905.3596,71.52,47.68
